date,week,month,month_name,weekday,is_weekend,price_source,buy_mean_EUR_kWh,buy_max_EUR_kWh,v2g_max_EUR_kWh,A_cost_EUR,A_charge_EUR,C_cost_EUR,C_v2g_rev_EUR,C_charge_EUR,C_deg_EUR,C_v2g_kwh,C_saving_EUR,D_cost_EUR,D_v2g_rev_EUR,D_v2g_kwh,D_saving_EUR
2024-07-12,28,7,Jul,4,0,ML FORECAST 2024-07-12,0.1067589928963368,0.14290094204157108,0.27433644080899466,14.350029957616602,11.082638653268774,12.221830482976866,6.036505033062849,13.309735824984177,4.94859969105554,25.689174944205106,2.128199474639736,12.743920076031221,4.890486139451506,21.19703008978326,1.6061098815853807
2024-07-13,28,7,Jul,5,1,ML FORECAST 2024-07-13,0.0927698915035099,0.1164929090922843,0.2455010006057185,13.551017998665177,10.28362669431735,10.310077017546853,5.514369426752928,10.875846753244241,4.94859969105554,25.689174944205106,3.2409409811183245,10.734372797077413,3.4389488776922446,16.540770942782245,2.8166452015877645
2024-07-14,28,7,Jul,6,1,ML FORECAST 2024-07-14,0.059746618002003926,0.08616756303121191,0.21079717519617697,10.279329071757939,7.01193776741011,6.279198004844747,2.77304561331482,4.721512644559191,4.330730973600376,16.248026719659123,4.000131066913192,6.983639608989896,1.9938687328066382,11.869456157853072,3.295689462768043
2024-07-15,29,7,Jul,0,0,ML FORECAST 2024-07-15,0.07936623950787922,0.119151270161855,0.2454603685213427,11.423733029250993,8.156341724903166,9.341498549407724,3.312286576122779,8.323054151930128,4.330730973600375,16.24802671965913,2.082234479843269,9.814772978803608,3.26473334219996,15.886498412537659,1.6089600504473847
2024-07-16,29,7,Jul,1,0,ML FORECAST 2024-07-16,0.10545349406556033,0.15097532842775857,0.2829753284277586,14.059283671668691,10.791892367320862,12.121631423712511,6.136138409207605,13.309170141864573,4.9485996910555405,25.68917494420511,1.93765224795618,12.715286617407909,6.2007867381548,26.08136921138024,1.3439970542607824
2024-07-17,29,7,Jul,2,0,ML FORECAST 2024-07-17,0.11158438352240414,0.14225592865069867,0.2742559286506987,14.8307663844183,11.563375080070472,12.640451814428165,6.13300482378573,13.824856947158356,4.94859969105554,25.689174944205106,2.190314569990136,13.086064075894939,5.582190330962987,23.338596993388492,1.7447023085233617
2024-07-18,29,7,Jul,3,0,ML FORECAST 2024-07-18,0.10952339063627821,0.14296313782236209,0.27431084819457185,14.703750268867314,11.436358964519487,12.40143878506648,6.056235652622165,13.509074746633104,4.94859969105554,25.689174944205106,2.3023114838008336,12.978443995103735,4.718816531378107,20.1398916862901,1.7253062737635787
2024-07-19,29,7,Jul,4,0,ML FORECAST 2024-07-19,0.10864291307814661,0.14412650506557576,0.27560148169855925,14.6174311865807,11.350039882232872,12.279274221837063,6.0863622109119575,13.41703674169348,4.94859969105554,25.689174944205106,2.3381569647436358,12.710808057909233,5.573804727932708,23.450189920336626,1.906623128671466
2024-07-20,29,7,Jul,5,1,ML FORECAST 2024-07-20,0.0855177767594193,0.11155657191148854,0.2429893544130357,12.801040893494257,9.533649589146428,8.906220650978202,3.232341435044259,7.807831112422086,4.330730973600375,16.24802671965913,3.8948202425160545,9.369648273562392,2.828308625914728,14.36665400808965,3.4313926199318647
2024-07-21,29,7,Jul,6,1,ML FORECAST 2024-07-21,0.06227947452824086,0.08974052881880197,0.21724327487035344,10.404140881801425,7.136749577453598,6.34311148736367,2.849836344348585,4.8622168581118785,4.330730973600376,16.24802671965913,4.061029394437755,6.971671904814915,3.4613763521317664,19.368327921009953,3.4324689769865095
